fuel_type_code,station_name,street_address,intersection_directions,city,state,zip,plus4,station_phone,status_code,expected_date,groups_with_access_code,access_days_time,cards_accepted,bd_blends,ng_fill_type_code,ng_psi,ev_level1_evse_num,ev_level2_evse_num,ev_dc_fast_count,ev_other_info,ev_network,ev_network_web,geocode_status,latitude,longitude,date_last_confirmed,id,location
E85,Kenny's,423 Bemidji Ave N,,Bemidji,MN,56601,,218-751-3426,E,,Public - credit card after hours,7am-9pm daily,Cash Checks A D M V Voyager Wright_Exp,,,,,,,,,,200-8,47.4681136,-94.8404083,2011-07-31,33666,POINT(-94.8404083 47.4681136)
E85,Oklee Cenex,302 Governor St,,Oklee,MN,56742,,218-796-5184,E,,Public - see hours,7am-10pm daily,Cash Checks A D M V Voyager Wright_Exp,,,,,,,,,,200-8,47.8393075,-95.855901,2011-07-31,33667,POINT(-95.855901 47.8393075)
E85,"Shakopee Dakota Convenience Store #1",15035 Mystic Lake Dr,,Prior Lake,MN,55372,,952-445-5520,E,,Public - see hours,24 hours daily,Cash Checks A D M V,,,,,,,,,,200-8,44.731808,-93.468997,2011-07-31,33668,POINT(-93.468997 44.731808)
E85,Cenex Convenience Store,217 8th St SE,,Red Lake Falls,MN,56750,,218-253-2687,E,,Public - see hours,6am-10pm daily,Cash Checks A D M V,,,,,,,,,,200-8,47.875888,-96.274502,2011-07-31,33669,POINT(-96.274502 47.875888)
E85,"Holiday Stationstore #3566",4452 Centerville Rd,,White Bear Lake,MN,55127,,651-429-4259,E,,Public - see hours,5am-11pm daily,Cash Checks A D M V Wright_Exp,,,,,,,,,,200-8,45.075937,-93.055456,2011-07-31,33670,POINT(-93.055456 45.075937)
E85,BP,110 Long Rd,,Chesterfield,MO,63017,,636-532-0756,E,,Public - see hours,24 hours daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,38.667547,-90.6170549,2012-02-29,33671,POINT(-90.6170549 38.667547)
E85,K&N - Mobil On the Run,3000 Highway K,,O'Fallon,MO,63366,,636-240-7925,E,,Public - see hours,24 hours daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,38.756127,-90.699693,2012-02-29,33672,POINT(-90.699693 38.756127)
E85,Mobil On the Run,16509 Old Manchester Rd,,Wildwood,MO,63040,,636-458-1809,E,,Public - see hours,24 hours daily,Cash A D M V FuelMan Voyager Wright_Exp,,,,,,,,,,200-8,38.5502026,-90.7042401,2012-02-29,33673,POINT(-90.7042401 38.5502026)
E85,Camp Lejeune Marine Corps Base,1070 Michael Rd,,Camp Lejeune,NC,28542,,,E,,Private access only,DOD fleet use only,,,,,,,,,,,GPS,34.672015,-77.329518,2011-02-28,33674,POINT(-77.329518 34.672015)
E85,Cherry Point Marine Corps Air Station,Curtis & 2nd Ave,Building 160,Cherry Point,NC,28533,,,E,,Private - government only,,,,,,,,,,,,GPS,34.896218,-76.897275,2011-02-28,33675,POINT(-76.897275 34.896218)
E85,Princeton Plasma Physics Laboratory,100 Stellarator Rd,Forrestal Campus,Princeton,NJ,8453,,,E,,Private - government only,,,,,,,,,,,,200-6,40.3507326,-74.6131814,2011-09-30,33676,POINT(-74.6131814 40.3507326)
E85,Louis Stokes Cleveland VA Medical Center,10000 Brecksville Rd,,Brecksville,OH,44141,,,E,,Private - government only,,,,,,,,,,,,200-8,41.2936966,-81.6292334,2010-12-31,33677,POINT(-81.6292334 41.2936966)
E85,James E Van Zandt VA Medical Center,2907 Pleasant Valley Blvd,,Altoona,PA,16602,,,E,,Private access only,VA fleet use only,,,,,,,,,,,GPS,40.491011,-78.397011,2011-09-30,33678,POINT(-78.397011 40.491011)
ELEC,Virginia Avenue Park,2200 Virginia Ave,,Santa Monica,CA,90404,,310-458-8688,P,2012-03-01,PLANNED - not yet accessible,24 hours daily,,,,,,,,2 SP Inductive  1 Avcon Conductive,,,200-8,34.0220629,-118.4687588,2011-12-31,33679,POINT(-118.4687588 34.0220629)
ELEC,Thunderstruck Motors,3200 Dutton Ave,,Santa Rosa,CA,95407,,707-827-7973,E,,Public - see hours,9am-5pm M-F,,,,,,,,1 Avcon Conductive,,,200-8,38.398702,-122.722116,2011-10-25,33680,POINT(-122.722116 38.398702)
ELEC,Fry's Electronics,1077 E Arques Ave,,Sunnyvale,CA,94085,,408-617-1300  408-487-4500,E,,Public - see hours,24 hours daily,,,,,,,,1 SP Inductive  1 Avcon Conductive,,,200-8,37.3822151,-122.001729,2011-11-30,33681,POINT(-122.001729 37.3822151)
ELEC,Sunnyvale CalTrain Station,W Evelyn Ave & S Murphy Ave,,Sunnyvale,CA,94086,,800-660-4287,E,,Public - see hours,24 hours daily; pay lot,,,,,,,,1 SP Inductive  1 Avcon Conductive,,,GPS,37.37793,-122.03005,2011-10-31,33682,POINT(-122.03005 37.37793)
ELEC,Lake View Terrace Branch LA Library,12002 Osborne Ave,,Sylmar,CA,91342,,818-890-7404,E,,Public - see hours,24 hours daily,,,,,,,,1 SP Inductive  1 Avcon Conductive,,,200-8,34.272812,-118.394014,2011-11-25,33683,POINT(-118.394014 34.272812)
ELEC,SMUD Customer Service Center - Customer Parking Lot,6301 S St,,Sacramento,CA,95817,,916-452-3211,E,,Public - see hours,24 hours daily,,,,,,1,,1 SP Inductive,,,200-8,38.553078,-121.4326,2011-12-31,33685,POINT(-121.4326 38.553078)
ELEC,Costco Carmel Mountain - Rancho Bernardo,12350 Carmel Mountain Rd,,San Diego,CA,92128,,858-675-0248,E,,Public - see hours,24 hours daily,,,,,,,,2 SP Inductive  1 Avcon Conductive,,,200-8,32.9885367,-117.0753556,2011-09-25,33687,POINT(-117.0753556 32.9885367)
ELEC,5th & Mission Garage,890 Mission St,,San Francisco,CA,94103,,,P,2012-02-15,PLANNED - not yet accessible,24 hours daily; pay lot,,,,,3,3,,1 SP Inductive,,,200-8,37.784405,-122.4043546,2011-12-31,33688,POINT(-122.4043546 37.784405)
ELEC,Costco La Mesa,8125 Fletcher Pkwy,In front of tire shop,La Mesa,CA,91941,,619-667-8518,E,,Public - see hours,24 hours daily,,,,,,,,1 Avcon Conductive,,,200-8,32.773971,-117.024305,2011-09-25,33689,POINT(-117.024305 32.773971)
ELEC,Golden Gate Ferry Terminal,101 E Sir Francis Drake Blvd,,Larkspur,CA,94939,,415-925-5571,E,,Public - see hours,24 hours daily; pay lot,,,,,,,,1 SP Inductive  1 Avcon Conductive,,,200-8,37.945228,-122.510684,2011-12-31,33690,POINT(-122.510684 37.945228)
ELEC,The Presentation Center,19480 Bear Creek Rd,,Los Gatos,CA,95033,,408 354-2346,E,,Public - call ahead,8am-4:30pm M-F,,,,,1,,,1 SP Inductive  2 Avcon Conductive,,,200-8,37.172165,-122.010078,2011-12-31,33691,POINT(-122.010078 37.172165)
ELEC,Facebook,17 Network Cir,,Menlo Park,CA,94025,,,E,,Public - see hours,24 hours daily,,,,,,,,1 SP Inductive,,,200-8,37.486602,-122.146363,2012-01-31,33692,POINT(-122.146363 37.486602)
ELEC,Jack London Square,Embarcadero W & Broadway,,Oakland,CA,94607,,,E,,Public - see hours,24 hours daily; pay lot,,,,,,,,1 Avcon Conductive,,,GPS,37.795336,-122.2769,2011-12-31,33694,POINT(-122.2769 37.795336)
ELEC,Oakland Airport Daily Lot,1 Airport Way,,Oakland,CA,94621,,510-563-3300,E,,Public - see hours,24 hours daily; pay lot,,,,,,,,1 SP Inductive  1 Avcon Conductive,,,200-8,37.715711,-122.21145,2011-12-31,33695,POINT(-122.21145 37.715711)
ELEC,Petaluma Village Premium Outlets,2200 Petaluma Blvd N,back entrace,Petaluma,CA,94952,,707-778-9300,E,,Public - see hours,24 hours daily,,,,,,,,1 SP Inductive  1 Avcon Conductive,,,200-8,38.255133,-122.651217,2011-11-25,33697,POINT(-122.651217 38.255133)
ELEC,Performing Arts Garage,360 Grove St,At Gough St,San Francisco,CA,94102,,,E,,Public - see hours,24 hours daily; pay lot,,,,,,,,1 SP Inductive  1 Avcon Conductive,,,200-8,37.7779173,-122.4224881,2011-12-31,33699,POINT(-122.4224881 37.7779173)
ELEC,Portsmouth Square Garage,733 Kearny St,Between Clay and Washington,San Francisco,CA,94108,,,E,,Public - see hours,24 hours daily; pay lot,,,,,,,,1 SP Inductive  1 Avcon Conductive,,,200-8,37.7947176,-122.4048682,2011-12-31,33700,POINT(-122.4048682 37.7947176)
ELEC,Presidio - Main Post,Anza Ave,Near Owen St,San Francisco,CA,94129,,415-561-5418,P,2012-08-15,PLANNED - not yet accessible,24 hours daily,,,,,,,,2 Other Conductive,,,GPS,37.80034,-122.45778,2011-12-31,33701,POINT(-122.45778 37.80034)
ELEC,Reid-Hillview Airport,2500 Cunningham Ave,,San Jose,CA,95148,,408-918-7700,E,,Public - see hours,24 hours daily,,,,,,,,1 Avcon Conductive  1 Conductive 120V/240V NEMA 14-50,,,200-8,37.33606,-121.819872,2011-12-31,33704,POINT(-121.819872 37.33606)
ELEC,11th & Montana Avenue,1109 Montana Ave,,Santa Monica,CA,90403,,,E,,Public - see hours,24 hours daily,,,,,,1,,1 SP Inductive,,,200-8,34.0302303,-118.4978382,2011-12-31,33706,POINT(-118.4978382 34.0302303)
ELEC,City of Santa Monica City Hall,1685 Main St,,Santa Monica,CA,90401,,,E,,Public - see hours,24 hours daily,,,,,,3,,,,,200-8,34.0114363,-118.4918929,2011-12-31,33707,POINT(-118.4918929 34.0114363)
LPG,Glacial Plains Co-op,195 30th Ave NE,,Benson,MN,56215,,320-842-5311,E,,Public - call ahead,8am-5pm daily,Cash Checks,,,,,,,,,,200-8,45.3127663,-95.5620404,2011-07-31,33708,POINT(-95.5620404 45.3127663)
LPG,Zion National Park,Zion Park Blvd,,Springdale,UT,84767,,,E,,Private access only,,,,,,,,,,,,GPS,37.199954,-112.983581,2011-04-30,33710,POINT(-112.983581 37.199954)
LPG,Rocky Mountain National Park,Utility Rd,,Red Feather Lakes,CO,80545,,,E,,Private access only,,,,,,,,,,,,GPS,40.36402,-105.560331,2011-04-30,33711,POINT(-105.560331 40.36402)
E85,Port Saint Lucie Service Plaza - Florida Turnpike,"Milepost 144, Florida's Turnpike",,Port Saint Lucie,FL,34984,,772-879-3870,E,,Public - see hours,24 hours daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,GPS,27.3015,-80.37228,2011-06-30,33712,POINT(-80.37228 27.3015)
CNG,Clean Energy - Atlanta Airport College Park,4555 Edison Dr,Near Hartsfield-Jackson International Airport,College Park,GA,30337,,781-685-4857,E,,Public - credit card at all times,24 hours daily,M V Voyager Wright_Exp CleanEnergy,,Q,3600,,,,,,,200-8,33.632199,-84.465773,2011-06-30,33716,POINT(-84.465773 33.632199)
ELEC,Seattle-Tacoma International Airport,17801 Pacific Hwy,5th floor parking garage,Seattle,WA,98158,,206-433-5308,E,,Public - see hours,24 hours daily; pay lot,,,,,6,,,,,,200-8,47.4434831,-122.2962246,2011-01-31,33717,POINT(-122.2962246 47.4434831)
ELEC,San Jose City Hall - E Santa Clara Street Station,181 E Santa Clara St,,San Jose,CA,95112,,888-758-4389,E,,Public - see hours,Restricted to lot hours,,,,,1,,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,37.33806992,-121.8868332,2011-04-30,33718,POINT(-121.8868332 37.33806992)
BD,Extreme Biodiesel,1560 Maple St,,Corona,CA,92880,,888-998-7223,E,,Public - see hours,7:30am-5pm M-F,Cash Checks A D M V,B100,,,,,,,,,200-8,33.8883579,-117.595501,2011-09-30,33722,POINT(-117.595501 33.8883579)
BD,Duggan's Petroleum,4435 S Santa Fe Dr,,Englewood,CO,80110,,303-781-0546,E,,Public - credit card at all times,24 hours daily,A D M V,B20,,,,,,,,,200-8,39.635452,-105.00864,2011-08-31,33723,POINT(-105.00864 39.635452)
BD,Southside Station Shell,905 Weiss Dr,,Steamboat Springs,CO,80487,,970-879-8477,E,,Public - see hours,6am-10pm daily,Cash Checks A D M V,B20,,,,,,,,,200-8,40.4486063,-106.8158893,2011-08-31,33724,POINT(-106.8158893 40.4486063)
E85,Pawnee Corner - Shell - Sunshine Energy,1535 E Pawnee,,Wichita,KS,67216,,316-295-4535,E,,Public - see hours,"6am-11pm Sun-Th, 6am-12am F-Sat",Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,37.649569,-97.318971,2011-05-31,33727,POINT(-97.318971 37.649569)
E85,"QuickStop #29",720 Princeton Rd,,Madisonville,KY,42431,,270-821-8398,E,,Public - see hours,"6am-10pm M-Sat, 8am-8am Sun",Cash Checks A D M V Voyager Wright_Exp FuelMan,,,,,,,,,,200-8,37.3191515,-87.5151361,2011-04-30,33729,POINT(-87.5151361 37.3191515)
E85,Delta Fuel,8134 Highway 84 W,,Ferriday,LA,71334,,318-757-3975,E,,Public - see hours,8am-5pm M-F,Cash A D M V,,,,,,,,,,200-8,31.6301173,-91.5656177,2011-03-31,33730,POINT(-91.5656177 31.6301173)
E85,Kroger Fuel Center,1200 E Bristol Rd,,Burton,MI,48529,,810-234-6863,E,,Public - see hours,6am-11pm daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,42.9740496,-83.6854727,2012-02-29,33734,POINT(-83.6854727 42.9740496)
E85,"Meijer Gas #243",40401 Groesbeck Hwy,,Clinton Township,MI,48043,,586-239-7000,E,,Public - see hours,24 hours daily,Cash Checks A D M V Wright_Exp,,,,,,,,,,200-8,42.5909888,-82.901225,2011-03-31,33735,POINT(-82.901225 42.5909888)
E85,"Meijer Gas #113",2527 E M-21,,Corunna,MI,48817,,989-743-2529,E,,Public - see hours,24 hours daily,Cash Checks A D M V Wright_Exp,,,,,,,,,,200-8,42.9984614,-84.1188687,2011-03-31,33736,POINT(-84.1188687 42.9984614)
E85,Zolten - Citgo,3841 S Saginaw St,,Flint,MI,48557,,810-742-1720,E,,Public - see hours,24 hours daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,42.9885822,-83.6760114,2012-02-29,33739,POINT(-83.6760114 42.9885822)
E85,Alex's Market & Grill,6410 Grange Hall Rd,,Holly,MI,48442,,248-634-6100,E,,Public - see hours,24 hours daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,42.814424,-83.573085,2012-02-29,33740,POINT(-83.573085 42.814424)
E85,"Meijer Gas #229",2995 S Gratiot Rd,,Marysville,MI,48040,,810-388-9629,E,,Public - see hours,24 hours daily,Cash Checks A D M V Wright_Exp,,,,,,,,,,200-8,42.9124468,-82.4938121,2011-03-31,33741,POINT(-82.4938121 42.9124468)
E85,"Meijer Gas #43",3360 Tittabawassee Rd,,Saginaw,MI,48604,,989-249-6029,E,,Public - see hours,24 hours daily,Cash Checks A D M V Wright_Exp,,,,,,,,,,200-8,43.482162,-83.982576,2011-03-31,33742,POINT(-83.982576 43.482162)
E85,Fast Track,30953 Mound Rd,,Warren,MI,48092,,586-574-0406,E,,Public - see hours,24 hours daily,Cash A D M V Wright_Exp,,,,,,,,,,200-8,42.519955,-83.04808,2012-02-29,33744,POINT(-83.04808 42.519955)
E85,J&H Family Stores - Pit Stop Mobil,2257 Chicago Dr SW,,Wyoming,MI,49519,,616-532-6010,E,,Public - see hours,"5am-9:30pm M-F, 7am-9:30pm Sat, 10am-6pm Sun",Cash Checks A D M V FuelMan Voyager Wright_Exp,,,,,,,,,,200-8,42.9318353,-85.7206097,2012-02-29,33745,POINT(-85.7206097 42.9318353)
E85,Vriesland Country Store,6420 Byron Rd,,Zeeland,MI,49464,,616-772-4445,E,,Public - see hours,"5:30am-11pm M-F, 6am-11pm Sat, 8am-10pm Sun",Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,42.8112613,-85.9407973,2012-02-29,33746,POINT(-85.9407973 42.8112613)
E85,"Kwik Trip #804",906 W Front St,,Albert Lea,MN,56007,,507-373-6777,E,,Public - see hours,24 hours daily,Cash Checks A D M V Voyager Wright_Exp,,,,,,,,,,200-8,43.6439948,-93.3799587,2011-07-31,33747,POINT(-93.3799587 43.6439948)
E85,Fuel Expresso,1000 S Washington,,Chillicothe,MO,64601,,660-707-1400,E,,Public - credit card after hours,4am-12am daily,Cash Checks A D M V Voyager Wright_Exp,,,,,,,,,,200-8,39.7764186,-93.5527565,2012-02-29,33748,POINT(-93.5527565 39.7764186)
E85,Fastlane,3166 S Service Rd E,,Floristell,MO,63348,,636-673-1248,E,,Public - see hours,24 hours daily,Cash Checks A D M V Voyager Wright_Exp FuelMan,,,,,,,,,,200-8,38.815016,-90.952803,2012-02-29,33751,POINT(-90.952803 38.815016)
E85,"Kum & Go #497",6935 W Highway 60,,Republic,MO,65742,,417-831-3011,E,,Public - see hours,24 hours daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,37.1195093,-93.1476542,2012-02-29,33755,POINT(-93.1476542 37.1195093)
E85,Newport Mini Mart,101 Main St,,Newport,NC,28557,,252-223-4109,E,,Public - see hours,"5am-10pm M-Th, 5am-11pm F, 6am-11pm Sat, 6am-10pm Sun",Cash Checks A D M V Voyager Wright_Exp FuelMan,,,,,,,,,,GPS,34.784678,-76.859023,2011-11-30,33761,POINT(-76.859023 34.784678)
E85,Tesoro,Highway 1 & Highway 13,,Verona,ND,58490,,701-432-5541,E,,Public - see hours,6am-10pm daily,Cash Checks A D M V Voygare Wright_Exp,,,,,,,,,,GPS,46.365661,-98.076547,2011-09-30,33762,POINT(-98.076547 46.365661)
E85,Golden Glades U-Gas,10 NE 167th St,,North Miami Beach,FL,33162,,305-949-9669,E,,Public - see hours,24 hours daily,Cash A D M V Wright_Exp,,,,,,,,,,200-8,25.927791,-80.199984,2011-06-30,33763,POINT(-80.199984 25.927791)
E85,"Fillers #202 - Shell",303 Georgia Highway 49 N,,Byron,GA,31008,,478-956-4855,E,,Public - see hours,24 hours daily,Cash Checks A D M V Voyager,,,,,,,,,,200-8,32.6191129,-83.7889415,2011-06-30,33764,POINT(-83.7889415 32.6191129)
E85,"Jet-Pep Store #54",645 Alabama Highway 157,,Cullman,AL,35055,,256-736-8917,E,,Public - see hours,"4am-10pm M-F, 4am-9pm Sat-Sun",Cash A D M V Wright_Exp,,,,,,,,,,200-8,34.1911629,-86.7856697,2011-09-30,33765,POINT(-86.7856697 34.1911629)
E85,"Jet-Pep Store #29",18055 Highway 31 N,Bee Line Hwy,Cullman,AL,35058,,256-734-1999,E,,Public - see hours,5am-11pm daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,GPS,34.2277483,-86.8606928,2011-11-30,33766,POINT(-86.8606928 34.2277483)
E85,"Quik Mart #27",10265 E Irvington Rd,,Tucson,AZ,85747,,520-740-9772,E,,Public - see hours,24 hours daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,32.1626125,-110.7737878,2011-11-30,33767,POINT(-110.7737878 32.1626125)
E85,City of Boulder Fleet Services,5064 Pearl St,,Boulder,CO,80301,,,E,,Private - government only,,,,,,,,,,,,200-8,40.0259858,-105.2347881,2011-08-31,33768,POINT(-105.2347881 40.0259858)
E85,City of Colorado Springs,404 W Fontanero St,,Colorado Springs,CO,80901,,,E,,Private - government only,,,,,,,,,,,,200-8,38.856442,-104.832146,2011-08-31,33769,POINT(-104.832146 38.856442)
E85,City of Littleton,1800 W Belleview,,Littleton,CO,80120,,,E,,Private - government only,,,,,,,,,,,,200-8,39.62252,-105.009546,2011-08-31,33770,POINT(-105.009546 39.62252)
E85,Crossroads Convenience Stores,350 Justin Ave,,Platteville,CO,80651,,970-785-1012,E,,Public - see hours,4:30am-11pm daily,Cash Checks A D M V Voyager Wright_Exp,,,,,,,,,,200-8,40.2065109,-104.8210794,2011-08-31,33771,POINT(-104.8210794 40.2065109)
E85,Coral Way U-Gas,2200 SW 22nd St,,Miami,FL,33135,,786-389-4680,E,,Public - see hours,24 hours daily,Cash A D M V Wright_Exp,,,,,,,,,,200-8,25.7505235,-80.2301836,2011-06-30,33772,POINT(-80.2301836 25.7505235)
E85,Miami Shores U-Gas,8700 Biscayne Blvd,,Miami,FL,33138,,954-261-7307,E,,Public - see hours,24 hours daily,Cash A D M V Wright_Exp,,,,,,,,,,200-8,25.855518,-80.185234,2011-06-30,33773,POINT(-80.185234 25.855518)
E85,Naranja U-Gas,28590 S Dixie Hwy,,Miami,FL,33133,,305-245-3703,E,,Public - see hours,24 hours daily,Cash A D M V Wright_Exp,,,,,,,,,,GPS,25.50155,-80.444569,2011-06-30,33774,POINT(-80.444569 25.50155)
E85,Enmark,7406 Waters Ave,,Savannah,GA,31406,,912-352-7153,E,,Public - see hours,24 hours daily,Cash Checks A D M V Voyager Wright_Exp,,,,,,,,,,200-8,32.0017583,-81.102526,2011-06-30,33775,POINT(-81.102526 32.0017583)
E85,Multi-County Oil Co,300 E State St,,Williamsburg,IA,52361,,319-668-2014,E,,Public - credit card at all times,24 hours daily,M V,,,,,,,,,,200-8,41.6617898,-92.0101241,2011-02-28,33776,POINT(-92.0101241 41.6617898)
E85,Citgo,1097 E Main St,,East Dundee,IL,60118,,847-428-4205,E,,Public - see hours,5am-12am daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,42.0881721,-88.2449918,2011-11-30,33777,POINT(-88.2449918 42.0881721)
E85,Midwest Petroleum - Conoco,4001 S State Route 159,,Glen Carbon,IL,62034,,618-288-1321,E,,Public - see hours,24 hours daily,Cash Checks A D M V Voyager Wright_Exp,,,,,,,,,,200-8,38.7743651,-89.9566862,2011-11-30,33778,POINT(-89.9566862 38.7743651)
E85,Sullivan's Fuels,605 Tenney St,,Kewanee,IL,61443,,309-853-1600,E,,Public - credit card at all times,24 hours daily,A D M V Voyager Wright_Exp,,,,,,,,,,200-8,41.2239923,-89.9273026,2011-11-30,33779,POINT(-89.9273026 41.2239923)
E85,Darr's Pit Stop,10974 Route 111,,Medora,IL,62063,,618-729-4334,E,,Public - see hours,"5am-10pm M-F, 6am-10pm Sat, 7am-9pm Sun",Cash Checks A D M V Wright_Exp,,,,,,,,,,GPS,39.154961,-90.142094,2011-11-30,33780,POINT(-90.142094 39.154961)
E85,Sullivan's Fuels,125 E Backbone Rd,,Princeton,IL,61356,,815-875-1494,E,,Public - see hours,6am-9pm daily,Cash Checks A D M V,,,,,,,,,,200-8,41.3934194,-89.4664763,2011-11-30,33782,POINT(-89.4664763 41.3934194)
E85,"Meijer Gas #247",2500 S Philo Rd,,Urbana,IL,61802,,217-365-5200,E,,Public - see hours,24 hours daily,Cash Checks A D M V Wright_Exp,,,,,,,,,,200-8,40.085328,-88.1905182,2011-03-31,33783,POINT(-88.1905182 40.085328)
E85,GasAmerica,1589 N State Road 1,,Cambridge City,IN,47327,,765-478-5310,E,,Public - see hours,24 hours daily,Cash Checks A D M V Voyager Wright_Exp,,,,,,,,,,200-8,39.851142,-85.144462,2011-05-31,33784,POINT(-85.144462 39.851142)
E85,Energy Plus 24,1797 W Walnut Ave,W State Route 28,Frankfort,IN,46041,,765-654-6150,E,,Public - card key at all times,Contact Co-Alliance to arrange for card key,,,,,,,,,,,200-8,40.2789536,-86.5324069,2011-05-31,33787,POINT(-86.5324069 40.2789536)
E85,"Lassus Handy Dandy #34",9029 N US 24 E,,Roanoke,IN,46783,,260-672-2151,E,,Public - see hours,24 hours daily,Cash Checks A D M V Voyager Wright_Exp,,,,,,,,,,200-8,40.960823,-85.370396,2011-05-31,33788,POINT(-85.370396 40.960823)
E85,Jump Start Convenience Store,601 S Summit St,,Arkansas City,KS,67005,,620-442-0927,E,,Public - see hours,24 hours daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,37.05606,-97.039421,2011-05-31,33789,POINT(-97.039421 37.05606)
E85,AC Oil Co,508 Main St,,Everest,KS,66424,,785-548-7791,E,,Public - see hours,"7am-5pm Sun-F, 7am-12pm Sat",Cash Checks,,,,,,,,,,200-8,39.6772968,-95.4247761,2011-05-31,33790,POINT(-95.4247761 39.6772968)
E85,"Express Lane #20 - Shell",2401 W Pancake Blvd,,Liberal,KS,67901,,620-624-7471,E,,Public - see hours,24 hours daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,37.0278699,-100.9406944,2011-05-31,33791,POINT(-100.9406944 37.0278699)
E85,Mitten Travel Plaza - Travel Center of America,Interstate 70 & U.S. 40,,Oakley,KS,67748,,785-672-4111,E,,Public - see hours,24 hours daily,Cash Checks A D M V Voyager Wright_Exp,,,,,,,,,,GPS,39.117825,-100.806711,2011-05-31,33793,POINT(-100.806711 39.117825)
E85,Sunoco - Allentown Service Plaza,5052 Cetronia Rd,,Allentown,PA,18106,,610-398-7086,E,,Public - see hours,24 hours daily; also accept Comdata and EFS cards,Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,40.5774207,-75.5617372,2011-04-30,33798,POINT(-75.5617372 40.5774207)
E85,North Somerset Service Plaza - Sonoco,179 N Plaza Access Rd,,Somerset,PA,15501,,814-444-1746,E,,Public - see hours,24 hours daily; also accept Comdata and EFS cards,Cash A D M V Voyager Wright_Exp,,,,,,,,,,GPS,40.001783,-79.046458,2011-04-30,33799,POINT(-79.046458 40.001783)
E85,Tom's,502 N Main St,,Spring Grove,PA,17362,,717-225-4298,E,,Public - see hours,24 hours daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,39.8817642,-76.8643859,2011-04-30,33800,POINT(-76.8643859 39.8817642)
E85,Sideling Hill Service Plaza,3744 N Hess Rd,,Taylor,PA,16689,,717-485-3226,E,,Public - see hours,24 hours daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,40.0604966,-78.0901556,2011-04-30,33801,POINT(-78.0901556 40.0604966)
E85,E-Z Shop 1,2187 Main Hwy,,Bamberg,SC,29003,,803-245-5331,E,,Public - see hours,"6:30am-11pm Sun-Th, 6:30am-12am F-Sat",Cash Checks A D M V Voyager Wright_Exp,,,,,,,,,,GPS,33.149756,-81.163994,2011-04-30,33802,POINT(-81.163994 33.149756)
E85,E-Z Shop 2,12545 Heritage Hwy,,Bamberg,SC,29003,,803-245-4854,E,,Public - see hours,"5am-11pm Sun-Th, 5am-12am F-Sat",Cash Checks A D M V Voyager Wright_Exp,,,,,,,,,,GPS,33.309733,-81.080367,2011-04-30,33803,POINT(-81.080367 33.309733)
E85,E-Z Shop 20,7604 Freedom Rd,,Branchville,SC,29432,,803-274-4248,E,,Public - see hours,5am-11pm daily,Cash Checks A D M V Wright_Exp,,,,,,,,,,200-8,33.251019,-80.816425,2011-04-30,33804,POINT(-80.816425 33.251019)
E85,E-Z Shop 7,4995 Carolina Hwy,,Denmark,SC,29042,,803-793-5071,E,,Public - see hours,"5am-11pm Sun-Th, 5am-12am F-Sat",Cash Checks A D M V Voyager Wright_Exp,,,,,,,,,,GPS,33.338475,-81.140297,2011-04-30,33805,POINT(-81.140297 33.338475)
E85,E-Z Shop 8,292 Allendale Hampton Hwy,,Fairfax,SC,29827,,803-632-3556,E,,Public - see hours,"5am-11pm Sun-Th, 5am-12am F-Sat",Cash Checks A D M V,,,,,,,,,,GPS,32.953642,-81.229544,2011-04-30,33806,POINT(-81.229544 32.953642)
E85,E-Z Shop 22,6009 Columbia Rd,,Saint Matthews,SC,29135,,803-874-2892,E,,Public - see hours,24 hours daily,Cash Checks A D M V Voyager Wright_Exp,,,,,,,,,,GPS,33.633125,-80.779253,2011-04-30,33807,POINT(-80.779253 33.633125)
E85,E-Z Shop 25,8933 Old 6 Highway,,Santee,SC,29142,,803-854-5115,E,,Public - see hours,24 hours daily,Cash Checks A D M V Voyager Wright_Exp,,,,,,,,,,GPS,33.484453,-80.469556,2011-04-30,33808,POINT(-80.469556 33.484453)
E85,E-Z Shop 24,8440 Saint Paul Rd,,Summerton,SC,29148,,803-478-3094,E,,Public - see hours,24 hours daily,Cash Checks A D M V Voyager Wright_Exp FuelMan,,,,,,,,,,GPS,33.525986,-80.429783,2011-04-30,33809,POINT(-80.429783 33.525986)
